iter	MultiClass
0	1.430643463
1	1.280263819
2	1.155287658
3	1.056165423
4	0.9683058455
5	0.8834317517
6	0.8203032569
7	0.762579984
8	0.7160523028
9	0.6667677276
10	0.6282252545
11	0.583786009
12	0.5471304956
13	0.5118171014
14	0.483628333
115	0.4542800774116	0.4278959581117	0.4020670845
18	0.3838029021919	0.3636680462020	0.3441104721	21	0.325754592222	0.3096183332323	0.2921082542424	0.2748905132525	0.2625294412626	0.25089240227	0.2365303113
28	0.2247998225
29	0.2139523072
30	0.2054003772
31	0.1960625459
32	0.1873979484
33	0.1791356394
34	0.1719692245
35	0.1658753838
36	0.1590815675
37	0.1534173556
38	0.1476640889
39	0.1426481171
40	0.1377945534
41	0.1329080424
42	0.1289209666
43	0.1249006669
44	0.1196295375
45	0.1158076446
46	0.1118250778
47	0.108028048	048	0.103900792
49	0.09975752073
50	0.09660785687
51	0.09405016724
52	0.09111994063
53	0.08800248273
54	0.08507814578
55	0.08266168907
56	0.0804192356
57	0.07869362434
58	0.07599765746
59	0.07439828627
60	0.07276170444
61	0.0707052811
62	0.06912540247
63	0.0671818301
64	0.0656531656
65	0.06367375712
66	0.06216055598
67	0.06073739651
68	0.05895607556
69	0.05727240024
70	0.05599577247
71	0.05483291798
72	0.05347068036
73	0.05228428119
74	0.05094524338
75	0.04963729229
76	0.048701254
77	0.04749566862
78	0.04627540426
79	0.0450281459
80	0.04395681404
81	0.04309978151
82	0.04207433519
83	0.04127402564
84	0.04056767756
85	0.03984275446
86	0.03891638103
87	0.0379392251
88	0.0371996073
89	0.03622786174
90	0.03544395481
91	0.03453360311
92	0.03386126975
93	0.03319914116
94	0.03240927487
95	0.03172906618
96	0.03126758212
97	0.03071796544
98	0.0303097349
99	0.02974401281
100	0.02930583741
101	0.02879657564
102	0.02836305759
103	0.02790717404
104	0.02741375107
105	0.02692592362
106	0.02654677585
107	0.02624535543
108	0.02582205983
109	0.02544360025
110	0.02511432581
111	0.02467189529
112	0.02434290681
113	0.02399455489
114	0.02361910385
115	0.02323669164
116	0.02296135648
117	0.02258285657
118	0.02231846982
119	0.02211094335
120	0.02184221115
121	0.02152647222
122	0.0212440547
123	0.02095301921
124	0.02073309382
125	0.0204724606
126	0.02023009731
127	0.02003052936
128	0.01978341795
129	0.01955760383
130	0.01935047786
131	0.01912752822
132	0.01894604311
133	0.01865219949
134	0.01846548974
135	0.01827003493
136	0.01803433306
137	0.0178012964
138	0.01759996301
139	0.01742534509
140	0.01726600241
141	0.01710739945
142	0.01694056949
143	0.01674877795
144	0.01662783909
145	0.01649192974
146	0.01633290707
147	0.01621984894
148	0.01604701546
149	0.01590733839
150	0.01578597377
151	0.01563075411
152	0.01550103712
153	0.01538434903
154	0.01520667416
155	0.01504918011
156	0.0148980083
157	0.01480103298
158	0.01467700172
159	0.01456777541
160	0.01446027473
161	0.01433427126
162	0.01424237006
163	0.01411652902
164	0.01401627277
165	0.01392329469
166	0.01380566762
167	0.01368443518
168	0.01355678489
169	0.0134182827
170	0.01331766707
171	0.01323020853
172	0.01313537798
173	0.01306750163
174	0.01298543742
175	0.01290121921
176	0.01280614461
177	0.01273801134
178	0.01266388248
179	0.01256994292
180	0.0124596922
181	0.0123467232
182	0.01226309338
183	0.01218226019
184	0.01209293547
185	0.01199514669
186	0.01189963877
187	0.01181730887
188	0.01174139355
189	0.01166160127
190	0.01158521318
191	0.01152949263
192	0.01144088067
193	0.01137205753
194	0.01131446297
195	0.01124757531
196	0.01116068964
197	0.01110549234
198	0.01101858486
199	0.01094923483
200	0.01088183879
201	0.01081844347
202	0.01075773708
203	0.01068369782
204	0.01060528332
205	0.01053510329
206	0.01045782653
207	0.0103980302
208	0.01033995544
209	0.01027776049
210	0.01022807832
211	0.01017059562
212	0.01011883118
213	0.01006546431
214	0.009985358564
215	0.009929486325
216	0.009880681641
217	0.009836648186
218	0.009772418726
219	0.00972550784
220	0.009679940308
221	0.009630708113
222	0.009557999358
223	0.009518409683
224	0.009472280839
225	0.009404492801
226	0.0093401128
227	0.009289962151
228	0.009229505467
229	0.00918761868
230	0.009127812884
231	0.00908620374
232	0.009021117865
233	0.008956825062
234	0.008911719777
235	0.008862783267
236	0.008832934404
237	0.008780816464
238	0.008745616412
239	0.008693308759
