P,Ti,Cr,Co,Ni,Cu,Zn,As,Se,Rb,Sr,Mo,Ag,Sb,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,W,Bi,Pb,Deposit_Type,Fe,Ge,Te,Au,S,V,Mn,Cd,Sn,Ba,Tl,Na,Mg,Al,Si,K,Ca,Ga,In
,,,0.03,0.42,0.23,0.41,0.7,2.2,,,,0.02,0.05,,,,,,,,,,,,,,,,0.01,0.02,Epithermal,10.0,,0.09,0.03,,,,,,,,,,,,,,,
,,,0.01,0.2,0.11,0.19,0.33,1.03,,,,0.01,0.03,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,5.0,,0.04,0.01,,,,,,,,,,,,,,,
,,,0.01,0.16,0.08,0.15,0.26,0.8,,,,0.01,0.02,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,4.0,,0.04,0.01,,,,,,,,,,,,,,,
,,,0.02,0.38,0.21,0.37,0.63,1.96,,,,0.02,0.05,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,9.0,,0.09,0.03,,,,,,,,,,,,,,,
,,,0.01,0.18,0.1,0.16,0.28,0.87,,,,0.01,0.02,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,4.0,,0.04,0.01,,,,,,,,,,,,,,,
,,,0.01,0.18,0.1,0.17,0.29,0.9,,,,0.01,0.02,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,4.0,,0.04,0.01,,,,,,,,,,,,,,,
,,,0.02,0.3,0.16,0.29,0.5,1.54,,,,0.01,0.04,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,7.0,,0.07,0.02,,,,,,,,,,,,,,,
,,,0.01,0.21,0.1,0.19,0.32,0.97,,,,0.01,0.03,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,5.0,,0.04,0.01,,,,,,,,,,,,,,,
,,,0.01,0.23,0.12,0.21,0.37,1.12,,,,0.01,0.03,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,5.0,,0.05,0.02,,,,,,,,,,,,,,,
,,,0.01,0.18,0.1,0.17,0.29,0.89,,,,0.01,0.02,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,4.0,,0.04,0.01,,,,,,,,,,,,,,,
,,,0.02,0.42,0.23,0.4,0.68,2.08,,,,0.02,0.05,,,,,,,,,,,,,,,,0.01,0.02,Epithermal,9.0,,0.09,0.03,,,,,,,,,,,,,,,
,,,0.01,0.2,0.11,0.2,0.33,1.01,,,,0.01,0.03,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,5.0,,0.04,0.01,,,,,,,,,,,,,,,
,,,0.01,0.18,0.1,0.17,0.3,0.89,,,,0.01,0.02,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,4.0,,0.04,0.01,,,,,,,,,,,,,,,
,,,0.01,0.18,0.1,0.17,0.29,0.86,,,,0.01,0.02,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,4.0,,0.04,0.01,,,,,,,,,,,,,,,
,,,0.01,0.19,0.1,0.18,0.31,0.92,,,,0.01,0.03,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,4.0,,0.04,0.01,,,,,,,,,,,,,,,
,,,0.02,0.26,0.14,0.25,0.42,1.24,,,,0.01,0.03,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,6.0,,0.06,0.02,,,,,,,,,,,,,,,
,,,0.01,0.17,0.09,0.16,0.28,0.83,,,,0.01,0.02,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,4.0,,0.04,0.01,,,,,,,,,,,,,,,
,,,0.02,0.26,0.14,0.25,0.42,1.25,,,,0.01,0.03,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,6.0,,0.06,0.02,,,,,,,,,,,,,,,
,,,0.01,0.18,0.1,0.17,0.29,0.86,,,,0.01,0.02,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,4.0,,0.04,0.01,,,,,,,,,,,,,,,
,,,0.02,0.34,0.17,0.3,0.52,1.52,,,,0.01,0.04,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,8.0,,0.07,0.02,,,,,,,,,,,,,,,
,,,0.01,0.2,0.11,0.18,0.28,0.52,,,,0.01,0.02,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,3.0,,0.04,0.01,,,,,,,,,,,,,,,
,,,0.03,0.42,0.22,0.37,0.59,1.1,,,,0.02,0.04,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,7.0,,0.08,0.02,,,,,,,,,,,,,,,
,,,0.01,0.18,0.1,0.16,0.26,0.47,,,,0.01,0.02,,,,,,,,,,,,,,,,0.0,0.01,Epithermal,3.0,,0.03,0.01,,,,,,,,,,,,,,,
,,,0.01,0.21,0.11,0.19,0.3,0.54,,,,0.01,0.02,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,3.0,,0.04,0.01,,,,,,,,,,,,,,,
,,,0.01,0.21,0.11,0.18,0.29,0.49,,,,0.01,0.02,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,3.0,,0.04,0.01,,,,,,,,,,,,,,,
,,,0.02,0.37,0.2,0.33,0.51,0.92,,,,0.01,0.04,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,6.0,,0.07,0.01,,,,,,,,,,,,,,,
,,,0.01,0.2,0.11,0.17,0.27,0.48,,,,0.01,0.02,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,3.0,,0.04,0.01,,,,,,,,,,,,,,,
,,,0.03,0.42,0.22,0.37,0.57,1.0,,,,0.02,0.05,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,6.0,,0.08,0.02,,,,,,,,,,,,,,,
,,,0.01,0.21,0.11,0.19,0.29,0.51,,,,0.01,0.02,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,3.0,,0.04,0.01,,,,,,,,,,,,,,,
,,,0.02,0.28,0.15,0.25,0.39,0.67,,,,0.01,0.03,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,4.0,,0.05,0.01,,,,,,,,,,,,,,,
,,,0.04,0.62,0.33,0.55,0.86,1.48,,,,0.02,0.07,,,,,,,,,,,,,,,,0.02,0.02,Epithermal,9.0,,0.12,0.02,,,,,,,,,,,,,,,
,,,0.02,0.32,0.17,0.25,0.39,0.68,,,,0.01,0.03,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,5.0,,0.05,0.01,,,,,,,,,,,,,,,
,,,0.02,0.24,0.13,0.21,0.33,0.56,,,,0.01,0.03,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,4.0,,0.04,0.01,,,,,,,,,,,,,,,
,,,0.02,0.3,0.16,0.27,0.42,0.71,,,,0.01,0.03,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,5.0,,0.05,0.01,,,,,,,,,,,,,,,
,,,0.01,0.2,0.11,0.18,0.27,0.46,,,,0.01,0.02,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,3.0,,0.04,0.01,,,,,,,,,,,,,,,
,,,0.01,0.19,0.1,0.17,0.26,0.43,,,,0.01,0.02,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,3.0,,0.04,0.01,,,,,,,,,,,,,,,
,,,0.03,0.46,0.25,0.41,0.63,1.05,,,,0.02,0.05,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,7.0,,0.08,0.02,,,,,,,,,,,,,,,
,,,0.01,0.18,0.09,0.16,0.24,0.4,,,,0.01,0.02,,,,,,,,,,,,,,,,0.0,0.01,Epithermal,3.0,,0.03,0.01,,,,,,,,,,,,,,,
,,,0.04,0.64,0.34,0.56,0.88,1.32,,,,0.02,0.07,,,,,,,,,,,,,,,,0.02,0.02,Epithermal,9.0,,0.11,0.02,,,,,,,,,,,,,,,
,,,0.01,0.2,0.11,0.17,0.27,0.44,,,,0.01,0.02,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,3.0,,0.03,0.01,,,,,,,,,,,,,,,
,,,0.02,0.38,0.2,0.33,0.52,0.84,,,,0.01,0.04,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,6.0,,0.07,0.01,,,,,,,,,,,,,,,
,,,0.01,0.22,0.12,0.19,0.3,0.47,,,,0.01,0.02,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,3.0,,0.04,0.01,,,,,,,,,,,,,,,
,,,0.03,0.43,0.21,0.35,0.54,0.87,,,,0.02,0.04,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,6.0,,0.08,0.02,,,,,,,,,,,,,,,
,,,0.01,0.21,0.11,0.18,0.28,0.45,,,,0.01,0.02,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,3.0,,0.04,0.01,,,,,,,,,,,,,,,
,,,0.01,0.2,0.11,0.18,0.28,0.43,,,,0.01,0.02,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,3.0,,0.04,0.01,,,,,,,,,,,,,,,
,,,0.01,0.21,0.11,0.17,0.27,0.41,,,,0.01,0.02,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,3.0,,0.04,0.01,,,,,,,,,,,,,,,
,2.29,6.24,1287.0,6.83,88265.0,5227.0,6.2,63.2,2.08,17.1,5.9,1.08,1.05,,,,,,,,,,,,,,,,0.28,1.88,Hydrothermal,272003.0,10.9,3.76,0.12,206855.0,6.57,1374.0,8.95,8.88,0.54,0.11,1431.0,212043.0,56.2,210356.0,455.0,490.0,1.19,2.65
,0.7,4.12,2032.0,1.59,155232.0,7394.0,2.82,153.0,1.33,5.46,3.92,1.6,0.23,,,,,,,,,,,,,,,0.01,0.22,2.94,Hydrothermal,428188.0,10.4,29.4,0.04,353517.0,0.37,931.0,12.7,8.38,0.34,0.14,327.0,21031.0,1.99,30454.0,320.0,328.0,0.74,3.87
,0.16,,2014.0,1.72,212301.0,13393.0,0.2,146.0,0.21,0.14,0.69,2.41,,,,,,,,,,,,,,,,0.0,0.19,4.39,Hydrothermal,426746.0,11.1,20.5,0.01,331021.0,0.25,1892.0,19.7,8.92,0.03,0.04,68.8,4610.0,0.27,7569.0,41.3,124.0,0.42,4.11
,0.75,,1556.0,13.7,140978.0,8144.0,17.3,168.0,1.06,1.61,8.28,1.74,0.14,,,,,,,,,,,,,,,0.05,0.42,2.85,Hydrothermal,395780.0,12.0,32.4,0.09,335071.0,1.68,1126.0,11.7,7.14,0.32,0.25,565.0,52495.0,3.53,63699.0,299.0,,0.2,2.96
,0.28,0.36,1860.0,0.74,211914.0,13437.0,0.9,259.0,0.01,0.0,0.2,3.84,,,,,,,,,,,,,,,,,0.36,3.23,Hydrothermal,433030.0,10.0,36.0,0.02,335946.0,0.18,2266.0,19.2,10.4,0.06,0.01,2.25,20.8,0.18,925.0,2.28,248.0,0.13,3.86
,0.8,,1593.0,7.88,181545.0,9202.0,1.6,162.0,0.96,0.99,3.36,2.38,,,,,,,,,,,,,,,,,0.19,3.31,Hydrothermal,408110.0,11.5,19.0,0.01,318510.0,1.08,1651.0,13.0,8.35,0.06,0.07,357.0,32535.0,3.54,45891.0,252.0,111.0,0.17,3.07
,1.87,2.27,1088.0,11.6,144448.0,7303.0,7.72,97.8,1.73,0.65,6.32,1.44,0.37,,,,,,,,,,,,,,,0.04,0.19,2.12,Hydrothermal,308840.0,11.1,12.3,0.02,235619.0,2.75,1359.0,8.62,8.14,0.25,0.1,758.0,140273.0,13.0,159538.0,445.0,137.0,0.45,2.41
,0.23,,1869.0,1.41,207959.0,12623.0,1.55,202.0,0.13,0.1,0.68,3.29,0.01,,,,,,,,,,,,,,,,0.27,3.6,Hydrothermal,427932.0,11.2,25.2,0.01,338128.0,0.26,2121.0,17.5,9.39,,0.05,46.2,3405.0,0.52,5579.0,30.5,26.7,0.12,3.37
,2.65,1.32,917.0,16.4,170721.0,5459.0,9.54,147.0,2.28,5.07,7.36,3.26,0.21,,,,,,,,,,,,,,,,0.31,5.01,Hydrothermal,325538.0,10.3,16.5,0.02,319476.0,1.63,1102.0,7.87,8.13,1.49,0.17,898.0,70286.0,5.01,104533.0,597.0,219.0,0.13,2.4
,0.54,,1665.0,4.5,175977.0,10664.0,1.61,126.0,0.62,1.22,3.22,1.96,,,,,,,,,,,,,,,,,0.2,3.93,Hydrothermal,404875.0,10.7,14.9,0.01,337497.0,1.49,1567.0,16.0,8.99,0.12,0.05,345.0,30516.0,3.75,36302.0,172.0,215.0,0.27,3.22
,0.0,,1670.0,11.0,152749.0,7477.0,59.5,166.0,1.52,6.45,6.71,1.59,0.28,,,,,,,,,,,,,,,,0.88,3.75,Hydrothermal,386029.0,12.2,25.8,0.01,323036.0,2.0,1160.0,12.6,9.13,0.46,0.14,685.0,56989.0,4.19,69071.0,370.0,436.0,0.14,2.6
,0.32,,2025.0,1.8,192937.0,10385.0,1.21,155.0,0.87,6.97,2.37,2.3,,,,,,,,,,,,,,,,0.02,0.12,2.86,Hydrothermal,415263.0,11.4,18.8,0.02,360181.0,0.58,1671.0,14.8,9.16,0.28,0.05,190.0,5092.0,1.59,11679.0,236.0,107.0,0.24,3.04
,1.75,2.0,1224.0,17.5,152103.0,7973.0,23.4,111.0,2.14,2.65,9.01,1.77,0.2,,,,,,,,,,,,,,,0.02,0.45,3.38,Hydrothermal,361418.0,13.9,13.4,0.02,282581.0,2.96,1345.0,12.5,9.46,0.38,0.09,795.0,90127.0,7.59,101375.0,432.0,390.0,0.23,2.11
,0.4,,1380.0,7.38,162289.0,5492.0,78.0,147.0,1.1,13.3,8.87,2.1,0.8,,,,,,,,,,,,,,,0.02,1.18,3.71,Hydrothermal,372788.0,13.0,15.8,0.06,379788.0,0.39,1304.0,10.4,7.58,0.99,0.17,452.0,33222.0,2.27,42108.0,285.0,576.0,0.09,2.4
,0.77,,1488.0,14.5,195611.0,4927.0,23.4,122.0,1.69,4.6,7.16,1.93,,,,,,,,,,,,,,,,,0.44,4.48,Hydrothermal,333950.0,10.8,16.6,0.05,321332.0,1.61,1190.0,6.21,6.49,0.38,0.09,663.0,63520.0,4.48,76507.0,384.0,197.0,0.16,2.07
,0.49,,1763.0,5.27,191705.0,12325.0,0.02,130.0,0.95,2.08,4.36,2.27,,,,,,,,,,,,,,,,,0.18,3.98,Hydrothermal,397244.0,11.4,16.0,0.01,321991.0,1.09,1527.0,19.3,9.61,0.35,0.04,280.0,31748.0,3.52,40652.0,189.0,364.0,0.27,3.13
,0.57,4.29,1705.0,8.28,173911.0,7484.0,2.21,123.0,1.17,6.14,6.34,2.03,0.01,,,,,,,,,,,,,,,,0.17,3.76,Hydrothermal,376738.0,12.2,18.6,,337838.0,0.62,1001.0,11.6,8.43,0.62,0.07,473.0,45552.0,2.28,54070.0,302.0,711.0,0.2,2.84
,0.34,1.74,1791.0,3.76,205383.0,10986.0,1.29,194.0,0.3,1.13,2.06,3.1,0.06,,,,,,,,,,,,,,,,0.21,3.28,Hydrothermal,421552.0,10.0,23.8,0.02,331131.0,0.26,1888.0,14.7,8.79,0.2,0.02,126.0,11660.0,1.17,15020.0,60.0,131.0,0.12,3.18
,0.33,3.59,1574.0,12.8,161611.0,8423.0,1.54,105.0,1.32,3.81,4.2,1.96,0.09,,,,,,,,,,,,,,,,0.15,3.47,Hydrothermal,409909.0,12.0,12.1,0.07,312823.0,1.51,1241.0,10.5,7.47,1.37,0.0,537.0,46432.0,3.99,56463.0,304.0,492.0,0.41,2.85
,2.07,0.18,980.0,22.3,110092.0,5583.0,5.15,66.0,3.16,1.65,8.34,1.48,0.24,,,,,,,,,,,,,,,0.08,0.05,1.86,Hydrothermal,341583.0,9.72,7.74,0.08,269339.0,2.41,1231.0,6.89,7.05,1.07,0.22,1111.0,120198.0,10.0,149056.0,579.0,87.7,0.37,1.66
,0.57,1.16,1661.0,2.77,202174.0,11885.0,1.43,190.0,0.37,0.82,2.63,2.59,0.02,,,,,,,,,,,,,,,0.01,0.18,3.11,Hydrothermal,423204.0,10.9,21.6,,323284.0,0.98,1658.0,15.5,8.59,0.2,0.06,217.0,16056.0,2.23,19408.0,99.1,84.6,0.13,3.33
,0.66,3.85,937.0,25.9,86288.0,4987.0,19.9,53.7,3.49,4.02,11.3,1.55,0.09,,,,,,,,,,,,,,,0.0,0.49,2.1,Hydrothermal,344538.0,11.7,6.15,0.07,262174.0,4.53,1417.0,4.73,6.37,2.49,0.23,1312.0,129877.0,15.7,167066.0,716.0,506.0,0.25,1.33
,0.4,,1473.0,12.8,173620.0,9503.0,21.4,153.0,2.0,2.98,4.21,1.5,0.11,,,,,,,,,,,,,,,0.01,0.34,3.4,Hydrothermal,378785.0,11.7,19.3,0.02,298097.0,1.96,1213.0,11.4,7.78,0.84,0.11,712.0,61298.0,5.97,73920.0,723.0,391.0,0.14,2.85
,0.0,8.22,1721.0,4.79,217362.0,12075.0,2.69,209.0,0.45,0.42,1.75,2.41,0.0,,,,,,,,,,,,,,,,0.15,3.71,Hydrothermal,411470.0,10.5,27.6,0.06,329417.0,0.0,1509.0,16.9,10.7,0.11,0.06,178.0,11519.0,0.32,14340.0,106.0,,0.18,2.99
,0.56,3.59,1254.0,29.3,128453.0,7224.0,21.0,98.0,3.68,3.55,10.0,1.57,0.52,,,,,,,,,,,,,,,,0.53,3.37,Hydrothermal,349780.0,12.2,11.1,0.05,302492.0,2.26,1326.0,9.02,9.05,0.48,0.17,1591.0,89964.0,5.65,116269.0,1303.0,113.0,0.14,2.59
,0.34,1.49,1850.0,3.75,209779.0,11836.0,1.45,152.0,0.34,0.17,1.16,2.31,,,,,,,,,,,,,,,,0.02,0.17,3.51,Hydrothermal,420107.0,11.4,18.3,0.05,338649.0,0.17,1812.0,16.0,8.56,0.05,0.04,105.0,6197.0,0.48,9321.0,71.7,45.6,0.29,3.65
,0.88,,1824.0,10.0,192177.0,8218.0,5.34,187.0,1.24,1.34,3.69,2.17,,,,,,,,,,,,,,,,0.01,0.24,3.27,Hydrothermal,377632.0,10.3,27.6,0.03,328936.0,0.58,1326.0,10.8,8.5,0.37,0.11,444.0,39029.0,1.58,49568.0,301.0,267.0,0.19,3.11
,0.34,0.09,2015.0,0.99,206435.0,11105.0,0.96,189.0,0.09,0.09,0.24,3.08,0.02,,,,,,,,,,,,,,,0.02,0.21,4.14,Hydrothermal,434082.0,9.93,21.5,0.01,341926.0,0.17,1990.0,15.0,8.59,0.12,0.0,20.4,516.0,0.06,1628.0,24.3,,0.17,3.36
,0.78,157.0,900.0,5.12,215574.0,15236.0,1.2,32.8,0.06,6.28,4.47,1.03,,,,,,,,,,,,,,,,0.52,0.06,13.9,Hydrothermal,333244.0,8.25,6.83,4.06,424683.0,1.18,1286.0,88.7,9.39,4.19,0.74,231.0,3794.0,7.56,4461.0,34.5,197.0,0.24,5.44
,1.38,8.12,1595.0,3.19,166714.0,8974.0,10.3,240.0,1.6,7.9,7.6,1.57,,,,,,,,,,,,,,,,0.37,0.34,5.14,Hydrothermal,344148.0,8.01,24.1,1.49,323415.0,3.61,1130.0,17.9,9.32,0.57,0.21,644.0,75273.0,17.8,76653.0,500.0,581.0,0.13,1.93
,1.21,5.35,1562.0,10.7,144882.0,5906.0,5.06,203.0,4.77,5.3,8.79,1.77,0.24,,,,,,,,,,,,,,,0.02,0.19,2.53,Hydrothermal,335959.0,9.14,20.4,0.01,303574.0,1.73,1112.0,9.97,7.75,0.6,0.13,3827.0,94168.0,11.4,106292.0,1858.0,543.0,0.23,5.77
,2.53,,1073.0,6.02,116569.0,5121.0,0.0,141.0,0.68,5.49,15.8,0.89,1.69,,,,,,,,,,,,,,,0.05,0.2,2.51,Hydrothermal,227092.0,10.6,13.7,0.11,222348.0,8.38,1417.0,12.3,8.82,0.33,0.05,562.0,214999.0,55.0,210048.0,214.0,265.0,0.79,3.32
,0.62,,1622.0,1.59,177116.0,8695.0,2.53,205.0,0.62,5.8,8.65,1.57,0.1,,,,,,,,,,,,,,,0.02,0.16,2.59,Hydrothermal,337344.0,9.35,24.1,0.09,345438.0,1.73,1251.0,15.8,8.4,0.13,0.04,911.0,64367.0,9.84,62341.0,344.0,270.0,0.24,1.72
,,5.06,1593.0,8.82,147225.0,5280.0,6.73,105.0,3.19,3.66,6.5,1.98,0.14,,,,,,,,,,,,,,,0.02,0.2,3.56,Hydrothermal,381063.0,9.47,8.36,0.05,378428.0,1.26,1319.0,9.02,6.92,0.29,0.22,1644.0,33402.0,2.62,48290.0,1140.0,433.0,0.22,1.14
,0.21,5.97,695.0,37.8,86449.0,3116.0,2.76,133.0,10.28,4.95,9.14,1.39,0.23,,,,,,,,,,,,,,,0.03,0.07,1.87,Hydrothermal,308021.0,10.3,11.9,0.03,267982.0,2.73,1464.0,4.12,6.63,1.03,0.19,5463.0,137247.0,9.33,185401.0,3352.0,556.0,0.49,0.95
,0.37,6.04,1342.0,13.5,157067.0,5177.0,4.23,198.0,3.69,4.16,7.76,2.31,,,,,,,,,,,,,,,,,0.27,4.01,Hydrothermal,336988.0,9.76,24.1,0.04,363237.0,3.42,1145.0,10.2,7.95,0.35,0.17,2572.0,57417.0,9.11,72648.0,1330.0,766.0,0.28,1.05
,0.94,0.73,1919.0,7.69,213025.0,9564.0,6.72,296.0,1.7,2.41,2.84,2.24,0.07,,,,,,,,,,,,,,,0.02,0.3,3.74,Hydrothermal,366289.0,9.11,34.5,0.01,369449.0,0.61,1028.0,17.0,8.13,0.26,0.07,305.0,15018.0,1.73,22257.0,392.0,357.0,0.07,1.96
,4.65,6.79,671.0,44.6,75753.0,4316.0,3.43,84.9,14.1,7.69,19.3,0.89,0.05,,,,,,,,,,,,,,,0.07,0.1,1.23,Hydrothermal,254618.0,11.9,7.54,0.11,144207.0,2.06,1187.0,5.17,5.42,2.0,0.13,3157.0,224194.0,14.8,287282.0,3656.0,720.0,0.29,1.24
,,,1741.0,13.3,192994.0,8204.0,4.18,284.0,1.56,3.02,4.92,1.71,0.51,,,,,,,,,,,,,,,0.05,0.28,3.81,Hydrothermal,349881.0,7.8,42.7,0.02,362182.0,1.98,885.0,15.4,8.54,0.61,0.11,635.0,40399.0,6.98,41377.0,465.0,825.0,0.23,10.3
,0.36,,1898.0,7.84,158896.0,8453.0,59.8,273.0,1.79,7.14,4.17,2.13,0.36,,,,,,,,,,,,,,,0.0,0.57,3.4,Hydrothermal,391621.0,8.76,33.5,0.04,386132.0,0.67,1003.0,14.4,7.55,0.74,0.1,1002.0,20763.0,2.7,28428.0,642.0,724.0,0.2,8.44
,0.5,,2071.0,0.7,212328.0,11527.0,1.2,265.0,0.76,0.44,1.65,1.58,0.28,,,,,,,,,,,,,,,0.14,0.18,3.43,Hydrothermal,375721.0,11.3,38.9,0.69,389217.0,1.09,1405.0,23.5,7.89,0.13,1.61,121.0,877.0,6.89,6164.0,141.0,57.1,0.21,3.93
,0.32,,2078.0,13.3,184888.0,8805.0,13.6,293.0,2.21,6.51,3.9,1.36,0.08,,,,,,,,,,,,,,,0.03,0.18,2.25,Hydrothermal,331505.0,10.2,32.2,0.18,315146.0,1.4,978.0,15.7,11.3,1.28,0.11,496.0,74811.0,6.86,79500.0,653.0,723.0,,2.6
,1.4,,1529.0,4.06,125980.0,7032.0,9.86,111.0,2.26,11.5,5.08,2.53,,,,,,,,,,,,,,,,,0.27,2.89,Hydrothermal,392866.0,10.4,12.6,0.04,383698.0,0.64,1127.0,15.3,5.59,1.28,0.18,1061.0,36158.0,0.91,48942.0,761.0,645.0,0.07,2.1
,0.85,1.2,1305.0,9.76,207077.0,13606.0,0.65,194.0,0.05,0.16,5.3,1.46,0.18,,,,,,,,,,,,,,,,0.1,4.52,Hydrothermal,387244.0,8.62,86.2,0.04,385185.0,0.38,1567.0,72.7,7.59,0.03,1.36,154.0,1110.0,0.53,2324.0,18.1,6.47,0.11,6.59
,1.27,0.35,945.0,4.46,163134.0,5649.0,15.1,409.0,1.11,0.79,3.71,1.9,0.16,,,,,,,,,,,,,,,0.01,0.64,7.88,Hydrothermal,368733.0,9.02,54.5,0.03,434984.0,0.41,1074.0,11.8,9.12,0.1,0.04,972.0,6052.0,1.57,17451.0,392.0,65.4,0.08,15.5
,,0.71,917.0,4.83,129679.0,4629.0,167.0,310.0,1.04,11.8,12.4,2.16,2.16,,,,,,,,,,,,,,,,3.65,19.4,Hydrothermal,333465.0,11.4,40.7,0.08,398898.0,1.75,1721.0,7.99,6.69,0.24,0.01,1136.0,46198.0,5.01,82084.0,402.0,251.0,0.2,13.6
,0.29,3.58,1125.0,6.04,196268.0,9405.0,2.0,528.0,0.28,0.36,0.44,1.43,0.09,,,,,,,,,,,,,,,,0.53,5.23,Hydrothermal,412912.0,9.38,59.3,0.01,374680.0,0.18,945.0,16.7,6.14,0.14,0.01,248.0,955.0,0.72,2680.0,85.4,32.5,0.05,21.6
,0.63,1.47,1017.0,1.52,186060.0,6456.0,2.24,322.0,0.87,2.76,8.03,1.3,,,,,,,,,,,,,,,,0.04,0.3,8.2,Hydrothermal,325532.0,10.9,37.3,,409814.0,1.02,693.0,12.7,7.91,,0.06,1130.0,21723.0,39.1,46842.0,269.0,,0.19,4.83
,1.54,23.7,1264.0,6.76,166605.0,10358.0,1.8,34.0,0.09,1.5,9.9,1.14,0.13,,,,,,,,,,,,,,,0.92,0.55,5.48,Hydrothermal,369995.0,8.06,3.4,0.34,410026.0,0.9,938.0,19.5,6.56,0.1,0.04,268.0,8093.0,431.0,31776.0,86.9,27.6,0.2,5.55
,1.83,0.07,1280.0,8.05,174899.0,10622.0,0.64,289.0,0.37,0.86,2.86,1.12,,,,,,,,,,,,,,,,0.1,0.23,5.37,Hydrothermal,384845.0,8.73,24.9,0.14,399928.0,0.44,1027.0,20.8,6.74,0.05,0.03,561.0,7396.0,23.9,18846.0,141.0,52.2,0.13,6.51
,1.04,3.68,1142.0,12.5,193069.0,12874.0,0.65,407.0,0.2,0.85,0.63,1.12,,,,,,,,,,,,,,,,0.01,0.64,5.06,Hydrothermal,393668.0,8.3,46.6,,386464.0,0.17,1123.0,24.5,6.72,0.4,,116.0,3092.0,2.06,7744.0,66.7,115.0,0.11,3.92
,1.63,15.5,730.0,238.26,116513.0,4571.0,5.59,109.0,9.58,16.0,11.65,1.62,0.39,,,,,,,,,,,,,,,0.04,0.55,14.4,Hydrothermal,310605.0,10.2,16.7,0.06,331738.0,2.39,1867.0,8.9,10.9,5.05,0.15,2218.0,77130.0,43.8,151553.0,1193.0,1357.0,1.25,1.65
,,2.76,958.0,50.0,136977.0,4989.0,3.4,26.4,1.88,8.88,7.09,1.54,0.18,,,,,,,,,,,,,,,0.01,0.39,7.06,Hydrothermal,344355.0,10.1,5.64,0.03,391568.0,1.28,1782.0,9.69,7.51,1.92,0.11,686.0,42470.0,14.5,75151.0,222.0,679.0,0.49,2.24
,40.6,39.4,935.0,4.4,179952.0,6777.0,2.14,46.5,0.47,5.81,12.0,0.95,1.04,,,,,,,,,,,,,,,0.34,0.27,84.5,Hydrothermal,347828.0,9.1,3.11,0.52,383798.0,2.67,909.0,13.1,6.97,0.75,0.04,1394.0,17740.0,661.0,58899.0,313.0,511.0,3.42,5.95
,0.51,,1130.0,3.54,204429.0,9232.0,0.52,191.0,0.03,0.3,4.5,0.96,0.15,,,,,,,,,,,,,,,0.01,0.97,3.32,Hydrothermal,345820.0,6.98,18.4,0.04,388946.0,0.27,729.0,17.8,5.53,0.35,0.01,249.0,924.0,14.0,48205.0,33.9,29.0,0.15,3.55
,,0.12,1103.0,7.7,189284.0,13901.0,0.0,540.0,0.22,0.64,0.42,0.93,0.03,,,,,,,,,,,,,,,,0.45,5.56,Hydrothermal,397562.0,8.26,63.7,0.19,390891.0,0.07,987.0,29.4,6.59,0.51,0.04,48.9,1564.0,1.22,3807.0,37.2,147.0,0.07,2.26
